opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
0ZDBCE4I,Rohan Verma,FinSuite Advanced,Wipro,Lost,2023-10-04,2024-02-28,14691
P3E844QN,Meera Rout,BizCRM Lite,Godrej,Proposal,2023-10-09,2023-12-06,14611
PJBNPBCO,Tanvi Iyer,FinSuite Basic,ICICI Bank,Negotiation,2022-03-21,2022-08-22,8621
5KJ6GAVB,Ishaan Yadav,TrackPro,L&T,Proposal,2023-07-25,2023-10-18,1444
WHRUV9IU,Aisha Shetty,Market360,Godrej,Negotiation,2024-07-10,2024-11-11,10562
IZYEBUOQ,Myra Mohanty,FinSuite Basic,L&T,Proposal,2022-07-14,2023-01-15,10019
IQFDPIKW,Krishna Khan,FinSuite Advanced,Asian Paints,Proposal,2024-07-24,2024-09-16,3274
M7Y2AH0Z,Ishaan Menon,BizCRM Lite,L&T,Negotiation,2022-09-19,2022-11-18,7065
RWKG13NN,Vivaan Chatterjee,BizCRM Lite,L&T,Lost,2023-12-17,2024-06-20,6395
YKLMVP1G,Ira Patel,FinSuite Basic,ICICI Bank,Negotiation,2024-11-04,2024-12-25,17455
1EISHETZ,Aisha Menon,SalesEdge Premium,Godrej,Proposal,2022-04-23,2022-05-26,9227
UOHCU6LD,Aditya Pillai,FinSuite Advanced,L&T,Prospecting,2023-09-28,2024-03-02,10422
IW51M4R5,Meera Bhatt,Market360,Infosys,Lost,2022-04-09,2022-06-04,17197
RG89JJFC,Krishna Reddy,BizCRM Pro,Air India,Proposal,2023-07-01,2023-09-01,18405
AE31V83N,Meera Bhatt,SalesEdge Premium,ICICI Bank,Proposal,2023-01-27,2023-04-24,13642
MF8ZG2KO,Riya Pillai,BizCRM Pro,ICICI Bank,Prospecting,2023-10-04,2024-03-14,9178
PBHVILZB,Tanvi Banerjee,Market360,Infosys,Negotiation,2023-12-09,2024-01-04,17654
9AG3N2OH,Siddharth Qureshi,Market360,HDFC Bank,Prospecting,2023-11-27,2024-01-03,17071
L7YJ1W5H,Rohan Khan,Market360,ICICI Bank,Negotiation,2023-01-06,2023-02-26,3026
1N8ZJEIR,Aarav Menon,FinSuite Basic,Air India,Won,2022-10-20,2022-12-26,9752
TULM2NOV,Meera Reddy,Market360,Flipkart,Proposal,2024-09-12,2024-09-23,5865
VTKQ6RCS,Aisha Iyer,Market360,Air India,Negotiation,2022-07-10,2022-12-12,14954
O8VSCIH1,Aarav Chatterjee,FinSuite Basic,L&T,Won,2024-04-29,2024-08-24,19054
YPUYKFZW,Meera Shetty,BizCRM Lite,HDFC Bank,Lost,2024-03-31,2024-07-20,4728
35ZZI2ZL,Arjun Banerjee,FinSuite Advanced,Air India,Lost,2022-05-09,2022-06-18,8435
SLJXJUQG,Aarav Nair,Market360,ICICI Bank,Negotiation,2023-12-12,2023-12-28,1308
RRA4F19L,Aisha Shetty,Market360,Aditya Birla Group,Prospecting,2025-01-01,2025-02-25,510
ZSUEGTAO,Krishna Banerjee,TrackPro,ICICI Bank,Won,2024-06-06,2024-10-30,13225
R2OG888T,Tanvi Menon,TrackPro,L&T,Won,2022-09-21,2022-12-08,19787
JO6I8FUS,Tanvi Rout,FinSuite Advanced,Aditya Birla Group,Won,2022-08-03,2022-09-01,17458
P9BNJXVW,Farhan Nair,BizCRM Pro,Asian Paints,Prospecting,2022-05-06,2022-10-27,7103
H2PDCBC0,Aisha Shetty,FinSuite Advanced,Reliance Retail,Won,2024-10-13,2025-01-04,5154
B2HYGM1R,Saanvi Nair,TrackPro,Reliance Retail,Prospecting,2023-07-13,2023-10-02,7483
RVB4I50L,Meera Sharma,TrackPro,Air India,Won,2024-09-05,2024-12-01,16208
DG43BEV7,Aisha Iyer,TrackPro,L&T,Negotiation,2024-10-14,2025-03-29,128
HQBZLHLA,Vihaan Kapoor,FinSuite Advanced,Wipro,Negotiation,2023-09-30,2024-02-12,4024
HPUTWOEP,Vihaan Banerjee,SalesEdge Premium,Aditya Birla Group,Negotiation,2024-08-04,2024-12-08,10454
W6FFLIP1,Ishaan Khan,BizCRM Lite,Mahindra,Prospecting,2024-08-28,2025-02-21,18443
A4PLIUZO,Saanvi Bhatt,SalesEdge Premium,L&T,Prospecting,2024-10-04,2025-01-30,16268
3GE8N8ZS,Kavya Reddy,BizCRM Pro,Air India,Won,2023-10-31,2024-03-27,7148
W2AUKMSS,Kavya Bhatt,Market360,Infosys,Negotiation,2024-02-16,2024-08-12,9398
QWTVIHQ9,Kavya Desai,Market360,Infosys,Prospecting,2024-01-18,2024-05-25,7734
7WH4U4J3,Kavya Bhatt,SalesEdge Premium,Aditya Birla Group,Lost,2022-05-22,2022-09-23,12740
VSVD3N3E,Myra Qureshi,FinSuite Advanced,Wipro,Proposal,2024-09-14,2025-02-20,4554
1D2Z0Z73,Meera Rout,SalesEdge Premium,HDFC Bank,Prospecting,2023-04-13,2023-08-26,486
RGHKKGO4,Arjun Rout,FinSuite Advanced,Godrej,Proposal,2022-04-10,2022-07-16,7709
M5BFY814,Ananya Nair,BizCRM Lite,Flipkart,Prospecting,2024-05-30,2024-06-12,7650
GOX3USBC,Farhan Patel,BizCRM Lite,Tata Motors,Prospecting,2023-03-18,2023-06-15,13341
EQXE8F2O,Diya Iyer,Market360,Reliance Retail,Proposal,2023-04-27,2023-10-12,8575
P6FDG3VZ,Siddharth Bhatt,Market360,Mahindra,Proposal,2022-06-19,2022-11-01,12192
736GWGXW,Vivaan Das,BizCRM Lite,Air India,Prospecting,2023-02-01,2023-05-27,11312
HM6W473S,Aarav Kapoor,BizCRM Pro,Tata Motors,Negotiation,2022-10-22,2023-03-01,12476
4WYF8BF4,Aarav Rout,BizCRM Lite,ICICI Bank,Prospecting,2023-06-19,2023-08-26,1771
CGLB3YZI,Vivaan Pillai,Market360,ICICI Bank,Prospecting,2022-08-09,2022-10-25,8507
00TDBYYJ,Aarav Chatterjee,FinSuite Basic,Mahindra,Proposal,2024-06-23,2024-10-23,6872
N1K4M57O,Vivaan Nair,BizCRM Pro,Asian Paints,Lost,2022-11-30,2023-05-13,1775
G7LJ6HC8,Myra Sharma,Market360,Godrej,Prospecting,2022-06-11,2022-11-09,9996
96S0VKVA,Farhan Chatterjee,BizCRM Lite,Flipkart,Won,2024-08-28,2024-11-22,18317
29UC8LTC,Riya Rout,FinSuite Advanced,Wipro,Prospecting,2022-02-11,2022-03-31,15147
6J6Z1Q7D,Vivaan Reddy,BizCRM Lite,Mahindra,Proposal,2024-06-04,2024-11-18,13452
UJJ55H4Y,Ira Desai,FinSuite Advanced,ICICI Bank,Negotiation,2023-02-15,2023-06-16,10054
K33AKUFR,Saanvi Rout,FinSuite Advanced,Tata Motors,Lost,2022-11-13,2023-04-05,5259
NMLIS79S,Krishna Qureshi,TrackPro,Godrej,Prospecting,2024-04-03,2024-09-22,10608
UOPIR9CD,Rohan Bhatt,FinSuite Advanced,Aditya Birla Group,Proposal,2023-06-09,2023-06-19,17908
W81MZPKM,Farhan Qureshi,SalesEdge Premium,Infosys,Prospecting,2023-11-05,2024-01-30,16792
34WMMNFK,Myra Rout,TrackPro,L&T,Lost,2024-12-03,2025-03-15,923
9GWOIZCD,Aditya Patel,SalesEdge Premium,Air India,Lost,2024-03-25,2024-09-22,7534
XTK83EHR,Kavya Das,TrackPro,Tata Motors,Lost,2023-02-07,2023-05-14,8299
C3Z0APB4,Rohan Chatterjee,BizCRM Pro,Air India,Lost,2023-01-01,2023-05-28,19443
BIVUMS33,Saanvi Bhatt,TrackPro,Aditya Birla Group,Proposal,2023-03-03,2023-06-13,19432
PQLZBW9H,Saanvi Desai,SalesEdge Premium,Air India,Proposal,2024-02-25,2024-04-07,9638
QXV3BKN4,Rohan Yadav,BizCRM Lite,Wipro,Won,2024-05-03,2024-09-23,12279
J9M7QHNB,Aarav Pillai,SalesEdge Premium,Aditya Birla Group,Negotiation,2024-09-28,2025-03-30,1197
P6WZIH3L,Ira Mohanty,SalesEdge Premium,Mahindra,Won,2022-07-04,2022-11-09,11386
OS1XJJJD,Farhan Sharma,FinSuite Advanced,Asian Paints,Prospecting,2024-07-07,2024-11-02,1170
UTS8VA0W,Vivaan Chatterjee,BizCRM Pro,Infosys,Negotiation,2024-05-15,2024-09-20,13072
5D5AO3E4,Arjun Pillai,TrackPro,ICICI Bank,Proposal,2024-04-10,2024-09-18,2387
P68W2JAA,Saanvi Yadav,BizCRM Lite,ICICI Bank,Won,2022-01-13,2022-04-19,12883
4EH1VIXR,Arjun Chatterjee,FinSuite Basic,Aditya Birla Group,Lost,2022-05-11,2022-10-02,444
XTSURKKZ,Aditya Khan,BizCRM Pro,Aditya Birla Group,Negotiation,2024-09-18,2025-03-20,10080
C6GHIEZR,Ira Patel,BizCRM Pro,Air India,Prospecting,2023-01-01,2023-02-28,10580
3YFXNLKX,Ira Verma,BizCRM Lite,Aditya Birla Group,Negotiation,2024-11-26,2025-05-07,5792
85APH0CA,Tanvi Mohanty,TrackPro,Wipro,Prospecting,2023-11-14,2024-05-18,399
LD2O00RL,Aisha Mohanty,BizCRM Pro,L&T,Proposal,2022-11-09,2022-11-27,6443
XUMA6VNV,Ira Das,FinSuite Basic,Flipkart,Negotiation,2024-01-22,2024-02-20,16736
SZ963I2U,Krishna Qureshi,BizCRM Pro,Mahindra,Won,2022-07-26,2022-09-14,19236
NL35JRPE,Aarav Qureshi,TrackPro,Godrej,Prospecting,2024-08-25,2024-11-09,18778
6FFHGFQE,Vivaan Mohanty,BizCRM Pro,Wipro,Proposal,2022-10-21,2022-11-20,6224
O16QDE4E,Ananya Iyer,TrackPro,Marico,Proposal,2023-12-26,2024-04-16,5517
QM4XDP3G,Rohan Sharma,SalesEdge Premium,Reliance Retail,Lost,2023-12-10,2023-12-20,12791
3JDVD78O,Tanvi Mohanty,SalesEdge Premium,ICICI Bank,Negotiation,2024-05-10,2024-06-09,303
0ZLWO50J,Vihaan Qureshi,BizCRM Lite,ICICI Bank,Negotiation,2024-04-15,2024-06-01,11637
WVWA2EL1,Meera Chatterjee,Market360,Air India,Lost,2024-10-19,2025-04-27,10404
75QU9SAF,Arjun Iyer,SalesEdge Premium,ICICI Bank,Won,2024-03-12,2024-07-11,17766
4NYQUPOS,Rohan Kapoor,BizCRM Pro,Tata Motors,Proposal,2022-09-19,2023-01-26,12990
P98SEPCV,Aisha Menon,FinSuite Advanced,ICICI Bank,Prospecting,2023-12-12,2024-03-22,7124
29P13YSJ,Krishna Reddy,Market360,Reliance Retail,Won,2022-07-07,2022-11-21,13553
HJQSNRK2,Siddharth Reddy,FinSuite Advanced,Marico,Won,2024-04-26,2024-09-24,2201
XXYS4B67,Ananya Verma,FinSuite Basic,ICICI Bank,Won,2024-08-27,2025-02-14,5931
2O7LIDTS,Saanvi Yadav,FinSuite Basic,Air India,Proposal,2022-11-03,2022-11-13,15028
IWFEHZL0,Rohan Qureshi,TrackPro,Asian Paints,Prospecting,2023-01-10,2023-02-17,9301
LNXSX3BR,Tanvi Verma,SalesEdge Premium,Mahindra,Negotiation,2023-10-19,2023-12-26,12119
YDEDCPSN,Aarav Pillai,FinSuite Basic,Godrej,Prospecting,2024-05-04,2024-07-03,12921
G7NKLPDZ,Rohan Qureshi,BizCRM Pro,Godrej,Proposal,2022-08-11,2022-09-29,15344
9Q3HKWJC,Arjun Qureshi,SalesEdge Premium,L&T,Won,2023-01-29,2023-03-19,3627
JL00WCTD,Aditya Qureshi,FinSuite Basic,HDFC Bank,Negotiation,2022-07-09,2022-11-23,13983
FTOP0WYE,Ishaan Menon,SalesEdge Premium,Godrej,Lost,2022-10-16,2023-04-14,2738
3N12SCD8,Tanvi Patel,FinSuite Advanced,Godrej,Proposal,2022-05-03,2022-08-27,5531
77NRMW60,Myra Qureshi,FinSuite Basic,Aditya Birla Group,Lost,2024-01-15,2024-03-31,2944
KV4IPWSE,Tanvi Desai,TrackPro,L&T,Won,2022-03-23,2022-06-19,15776
PHUHUMWM,Arjun Desai,FinSuite Basic,L&T,Negotiation,2022-09-24,2023-02-10,5249
2E9A498C,Farhan Reddy,FinSuite Basic,Infosys,Won,2023-01-16,2023-04-23,11441
P0OR0JB5,Aisha Verma,FinSuite Basic,HDFC Bank,Won,2022-05-11,2022-06-05,4302
JYYYYN86,Saanvi Qureshi,BizCRM Lite,Infosys,Won,2024-04-21,2024-08-19,16315
020HE74H,Vivaan Iyer,FinSuite Basic,Flipkart,Won,2023-06-27,2023-12-17,7422
4KPE2XU3,Kavya Khan,FinSuite Advanced,ICICI Bank,Prospecting,2024-12-19,2025-06-20,11681
8Q410QL4,Rohan Qureshi,FinSuite Basic,Marico,Lost,2024-03-20,2024-04-25,7064
R4AWYXMB,Vivaan Verma,FinSuite Advanced,Reliance Retail,Prospecting,2022-06-21,2022-11-13,17741
EDDV4EP8,Arjun Verma,Market360,Tata Motors,Won,2022-12-17,2023-02-19,17876
CNUBUGLK,Rohan Iyer,FinSuite Basic,Infosys,Won,2024-11-22,2025-02-01,525
BZTI1S27,Myra Rout,TrackPro,Godrej,Negotiation,2023-03-13,2023-05-27,5616
8KQLJOHS,Aisha Iyer,Market360,Asian Paints,Lost,2024-12-27,2025-02-15,13066
7YA5CX0O,Myra Desai,BizCRM Pro,Mahindra,Lost,2024-09-15,2025-01-12,11446
I5RF97YD,Aarav Nair,TrackPro,L&T,Negotiation,2024-03-15,2024-04-29,15620
Z1SFWMJK,Riya Das,TrackPro,Reliance Retail,Prospecting,2024-11-01,2024-11-13,8252
GVXW7300,Ananya Yadav,BizCRM Lite,Asian Paints,Proposal,2023-09-02,2023-10-06,6110
ZSQ0P9IX,Farhan Khan,TrackPro,Godrej,Negotiation,2022-10-25,2022-12-28,7629
D80Z3STS,Ishaan Mohanty,BizCRM Lite,HDFC Bank,Proposal,2024-04-17,2024-06-17,19476
FM72OUFH,Vihaan Banerjee,BizCRM Pro,Godrej,Won,2024-05-20,2024-08-02,14566
K1GF1GRH,Diya Qureshi,TrackPro,L&T,Negotiation,2022-07-22,2022-12-21,18759
MSIUGVRX,Diya Reddy,FinSuite Basic,Asian Paints,Won,2023-10-08,2023-10-19,4755
Y30KJK21,Ishaan Banerjee,Market360,HDFC Bank,Prospecting,2024-12-04,2025-02-06,1316
W5MJGPIB,Vihaan Iyer,FinSuite Basic,Flipkart,Won,2023-03-12,2023-05-04,11997
CKQXJGBU,Aarav Menon,Market360,Marico,Won,2023-05-05,2023-07-16,2568
BLTKM037,Riya Iyer,SalesEdge Premium,Flipkart,Negotiation,2022-10-13,2022-12-10,3032
3OOTX8QT,Farhan Menon,BizCRM Lite,Wipro,Negotiation,2022-02-23,2022-05-31,103
ECNMVNBB,Arjun Iyer,FinSuite Advanced,Asian Paints,Proposal,2024-02-04,2024-07-14,3694
HEAIDHG1,Kavya Das,Market360,L&T,Lost,2023-01-06,2023-06-29,13276
KMUU0G00,Ishaan Verma,BizCRM Lite,Aditya Birla Group,Lost,2022-11-21,2023-03-03,7042
VNL8136K,Farhan Das,SalesEdge Premium,Asian Paints,Prospecting,2022-09-18,2023-03-11,13222
Q3CS57KP,Siddharth Qureshi,SalesEdge Premium,Infosys,Proposal,2023-12-17,2024-01-09,14685
YTILOUVZ,Ishaan Iyer,Market360,HDFC Bank,Negotiation,2024-09-14,2025-01-31,17118
B2EOHOC9,Riya Das,SalesEdge Premium,Aditya Birla Group,Lost,2023-02-14,2023-03-11,14151
3QVIGL96,Diya Rout,FinSuite Basic,HDFC Bank,Won,2024-03-25,2024-09-16,14781
9BUK9NWH,Ishaan Khan,FinSuite Advanced,L&T,Won,2022-07-09,2022-10-14,1817
2SJUHZX4,Aditya Das,FinSuite Basic,HDFC Bank,Negotiation,2023-07-19,2023-09-12,2100
DB1REEX3,Saanvi Rout,FinSuite Basic,Mahindra,Proposal,2022-03-31,2022-09-14,17143
KEPOCKLO,Aarav Pillai,BizCRM Lite,L&T,Prospecting,2024-08-07,2024-10-11,7740
NK5T1FV2,Krishna Shetty,Market360,Aditya Birla Group,Negotiation,2023-04-18,2023-09-08,12721
HXVLZHZ5,Rohan Patel,Market360,Flipkart,Prospecting,2023-12-16,2024-02-23,978
NN8QYC2T,Vihaan Kapoor,BizCRM Pro,HDFC Bank,Proposal,2024-08-05,2024-10-08,14286
NEA4KYK8,Krishna Pillai,BizCRM Lite,HDFC Bank,Lost,2024-05-15,2024-09-14,1435
VCEOUP2S,Aisha Nair,FinSuite Basic,Flipkart,Lost,2023-04-24,2023-07-12,16928
EZW27OQR,Vivaan Menon,FinSuite Basic,Marico,Negotiation,2024-06-11,2024-12-07,16127
83ANCE3Q,Riya Chatterjee,Market360,Godrej,Lost,2024-06-01,2024-10-11,182
KJLBBT2J,Siddharth Verma,FinSuite Advanced,Wipro,Won,2023-06-23,2023-08-13,16857
70M2V3Q1,Siddharth Mohanty,BizCRM Lite,Air India,Prospecting,2024-05-11,2024-11-02,1058
UZUFCW99,Aisha Mohanty,Market360,Asian Paints,Proposal,2022-11-04,2023-04-17,14556
YODRMUHV,Rohan Yadav,FinSuite Basic,Mahindra,Prospecting,2024-05-14,2024-06-16,16453
BWID4I2J,Myra Das,Market360,Air India,Proposal,2023-11-22,2024-04-28,10461
JSGS3YSY,Rohan Qureshi,BizCRM Lite,L&T,Won,2022-03-11,2022-06-19,5471
7ME09UJS,Aarav Banerjee,BizCRM Lite,Asian Paints,Prospecting,2024-03-03,2024-09-12,13228
0FMDOSBY,Vihaan Sharma,Market360,Infosys,Won,2022-12-20,2023-01-09,17885
HCW3CXAV,Myra Yadav,Market360,Marico,Prospecting,2023-01-23,2023-06-23,1239
JGLLIITL,Tanvi Khan,BizCRM Lite,Asian Paints,Lost,2023-11-11,2024-03-16,15612
6P3XXU52,Ira Sharma,BizCRM Lite,Air India,Negotiation,2024-02-02,2024-02-13,5501
1F1YP8B0,Kavya Rout,BizCRM Pro,Flipkart,Proposal,2022-10-29,2023-01-18,5014
OS7AKT6S,Riya Verma,TrackPro,Marico,Negotiation,2022-04-11,2022-05-09,8664
HTW4XOYW,Aditya Sharma,BizCRM Lite,Reliance Retail,Won,2022-05-24,2022-11-12,17101
GIVDB9QR,Meera Iyer,FinSuite Basic,Wipro,Prospecting,2022-10-13,2023-03-08,18233
S2QIQHIQ,Aarav Bhatt,SalesEdge Premium,Air India,Prospecting,2024-07-28,2024-09-26,18963
MMD1PMAO,Siddharth Banerjee,BizCRM Pro,L&T,Prospecting,2023-03-03,2023-05-13,19817
6YGSZ5WH,Diya Banerjee,BizCRM Pro,Air India,Won,2022-09-03,2022-11-01,652
AJ0EXRLT,Rohan Iyer,Market360,Mahindra,Proposal,2022-08-25,2022-09-10,5938
9Z3MEW5D,Myra Rout,BizCRM Lite,Flipkart,Won,2023-05-27,2023-10-10,4745
VH0VIKZ9,Ananya Yadav,BizCRM Lite,HDFC Bank,Won,2023-07-23,2023-08-02,17868
WA732IL5,Siddharth Patel,SalesEdge Premium,Godrej,Lost,2023-08-20,2024-01-08,19751
2UEY642A,Arjun Iyer,TrackPro,Asian Paints,Prospecting,2022-02-06,2022-07-14,9886
PD748NK0,Krishna Verma,FinSuite Advanced,Air India,Prospecting,2024-05-02,2024-10-03,16404
RRL1B7OE,Krishna Desai,SalesEdge Premium,L&T,Prospecting,2023-09-04,2023-12-25,15685
NVMCG0UN,Aarav Pillai,Market360,Infosys,Won,2023-12-14,2024-04-28,7156
M6TFB74N,Tanvi Yadav,FinSuite Basic,Godrej,Negotiation,2023-09-25,2024-03-09,854
KIX2QN8P,Siddharth Qureshi,BizCRM Lite,HDFC Bank,Prospecting,2023-03-01,2023-07-14,2049
WV4R5ZCU,Saanvi Reddy,BizCRM Lite,Aditya Birla Group,Negotiation,2023-12-13,2024-05-07,8568
GKBK6XNZ,Vivaan Das,Market360,Wipro,Prospecting,2023-02-22,2023-03-26,17643
ZKHHLIFW,Ananya Chatterjee,FinSuite Advanced,Mahindra,Lost,2022-07-12,2022-12-24,14699
E7SGJ1J4,Farhan Khan,Market360,L&T,Won,2024-06-06,2024-10-15,1918
MON2KG2J,Siddharth Kapoor,FinSuite Advanced,Marico,Lost,2024-02-14,2024-06-12,12470
3INNIZFS,Arjun Nair,Market360,Marico,Prospecting,2023-04-16,2023-08-20,14584
RDKGFJ2P,Ananya Yadav,BizCRM Lite,Infosys,Lost,2023-11-10,2024-04-04,10412
3883LVB2,Vivaan Khan,TrackPro,Aditya Birla Group,Won,2024-06-01,2024-09-05,4564
IP584YOO,Tanvi Qureshi,BizCRM Pro,Godrej,Won,2024-01-15,2024-04-08,14558
GAN4SE92,Ishaan Desai,BizCRM Lite,ICICI Bank,Proposal,2024-11-01,2025-02-27,5591
N7RMCSU7,Farhan Kapoor,FinSuite Basic,Flipkart,Prospecting,2022-09-17,2022-12-21,6604
V5HXB9WB,Riya Desai,TrackPro,Reliance Retail,Prospecting,2023-07-04,2023-12-26,1540
M9WUH77R,Kavya Chatterjee,FinSuite Advanced,Wipro,Proposal,2022-06-13,2022-08-28,11020
WQ16N6RM,Vihaan Rout,FinSuite Advanced,Tata Motors,Prospecting,2024-09-24,2024-12-06,17142
6KF2TV9H,Farhan Yadav,Market360,Marico,Lost,2024-03-26,2024-08-09,19657
5NOOVBF3,Vivaan Kapoor,Market360,ICICI Bank,Lost,2022-09-18,2023-04-04,9423
NGLSBUGC,Arjun Patel,BizCRM Pro,HDFC Bank,Negotiation,2022-05-30,2022-07-26,6091
NWUWDUSZ,Vivaan Menon,Market360,Reliance Retail,Won,2022-11-22,2022-12-24,8876
UR0VYHDR,Arjun Nair,TrackPro,ICICI Bank,Lost,2024-11-11,2025-01-13,8488
ZHDK78O4,Farhan Khan,TrackPro,HDFC Bank,Lost,2024-10-28,2025-03-13,325
WL7I2ZS4,Myra Chatterjee,FinSuite Basic,ICICI Bank,Negotiation,2024-06-04,2024-10-02,13425
KJAF39WN,Aditya Patel,SalesEdge Premium,Marico,Lost,2022-12-14,2023-02-20,13196
DG5Y8T1X,Meera Nair,BizCRM Pro,Godrej,Prospecting,2022-10-19,2023-03-09,4767
MBWKZEC0,Arjun Iyer,TrackPro,Flipkart,Proposal,2022-01-01,2022-06-19,18913
PA9YJ5AS,Saanvi Iyer,FinSuite Advanced,Mahindra,Won,2023-11-24,2024-03-04,8264
QO0CCLX1,Ananya Chatterjee,FinSuite Basic,L&T,Lost,2023-05-18,2023-08-20,14440
TTR32WP6,Saanvi Shetty,BizCRM Lite,Marico,Proposal,2024-09-16,2025-01-03,1120
BNB5WEV0,Myra Mohanty,FinSuite Advanced,HDFC Bank,Won,2024-05-12,2024-09-09,3332
9I77WD2P,Aarav Menon,BizCRM Lite,L&T,Proposal,2023-08-25,2023-12-20,7996
02V8M78K,Aarav Banerjee,BizCRM Lite,Mahindra,Negotiation,2022-04-09,2022-05-15,1950
A1URS30M,Aisha Qureshi,SalesEdge Premium,Wipro,Negotiation,2022-08-14,2023-01-30,10132
FDASC4S5,Vihaan Qureshi,FinSuite Advanced,Aditya Birla Group,Negotiation,2023-12-14,2024-03-30,17455
ISCUXX6V,Rohan Reddy,TrackPro,Reliance Retail,Lost,2023-08-09,2023-10-27,2597
OV699WTE,Myra Verma,FinSuite Advanced,L&T,Proposal,2022-07-28,2022-08-23,13984
7KR7QYR1,Krishna Desai,BizCRM Lite,Infosys,Won,2022-06-03,2022-11-29,19536
9RP2B6GB,Tanvi Desai,BizCRM Lite,ICICI Bank,Lost,2022-07-24,2022-08-14,10816
4RQT6UZY,Aditya Kapoor,FinSuite Basic,Tata Motors,Proposal,2024-01-25,2024-07-03,1353
FINK7BZS,Ira Banerjee,FinSuite Advanced,Infosys,Proposal,2023-03-19,2023-04-08,8943
O0YPTJI3,Tanvi Patel,SalesEdge Premium,Asian Paints,Negotiation,2022-10-21,2023-03-05,441
75B9JQ72,Ira Rout,BizCRM Pro,Air India,Negotiation,2023-11-07,2023-12-21,9725
1NGV2JQJ,Aditya Nair,TrackPro,HDFC Bank,Negotiation,2022-01-10,2022-03-06,8619
OQKD46SA,Kavya Nair,Market360,Air India,Won,2022-11-17,2023-05-23,1870
TIN6Q5WE,Myra Banerjee,BizCRM Lite,Air India,Lost,2022-05-07,2022-09-30,17654
57I3RS37,Krishna Pillai,BizCRM Pro,Flipkart,Prospecting,2022-10-28,2022-11-17,11942
F6VNVJ31,Saanvi Rout,Market360,Godrej,Prospecting,2024-02-14,2024-07-10,526
AHOA4HI1,Aarav Qureshi,FinSuite Advanced,Tata Motors,Won,2024-03-07,2024-05-08,2232
M9L9IAPF,Kavya Sharma,TrackPro,L&T,Lost,2023-01-26,2023-04-13,17926
959863W8,Rohan Bhatt,SalesEdge Premium,Reliance Retail,Won,2024-12-26,2025-04-07,10769
1BV0DT5G,Aarav Das,BizCRM Lite,Infosys,Proposal,2023-12-22,2024-02-06,17870
1YGPSAO0,Rohan Khan,FinSuite Basic,Godrej,Prospecting,2022-12-04,2023-06-13,18427
UZOABBV0,Saanvi Iyer,BizCRM Lite,Mahindra,Proposal,2023-05-25,2023-06-05,19077
R929XOYB,Siddharth Yadav,BizCRM Pro,Wipro,Won,2023-08-23,2023-12-05,10580
4K1KHQ6W,Aditya Banerjee,SalesEdge Premium,Infosys,Lost,2023-06-09,2023-10-30,389
UQK8QASJ,Arjun Desai,TrackPro,L&T,Proposal,2022-01-27,2022-06-21,8617
PQ9XG7W3,Ananya Chatterjee,SalesEdge Premium,Marico,Prospecting,2024-12-19,2025-01-19,11941
WHE747VB,Vivaan Banerjee,FinSuite Basic,HDFC Bank,Prospecting,2022-02-03,2022-05-18,8065
7ZUDFXJI,Aarav Pillai,FinSuite Advanced,Marico,Negotiation,2023-12-18,2024-01-25,1960
564FEQZI,Ira Nair,SalesEdge Premium,Marico,Negotiation,2024-11-17,2025-03-11,215
2FA0BV4F,Krishna Banerjee,SalesEdge Premium,Wipro,Lost,2023-08-17,2024-01-23,8503
5KFB20AS,Krishna Mohanty,BizCRM Pro,Aditya Birla Group,Prospecting,2024-09-04,2025-02-06,1386
HXTYFEGZ,Myra Menon,SalesEdge Premium,Mahindra,Prospecting,2022-07-15,2022-09-15,6412
R1Z8W1PT,Krishna Khan,BizCRM Lite,ICICI Bank,Lost,2023-03-06,2023-08-17,19594
NEWAJ48V,Siddharth Banerjee,SalesEdge Premium,Mahindra,Lost,2022-09-12,2022-11-02,7993
SSKXVUSM,Ishaan Qureshi,Market360,Air India,Proposal,2023-08-10,2024-01-30,14719
1DFF1CR2,Saanvi Sharma,BizCRM Pro,Infosys,Negotiation,2023-12-12,2024-03-09,10208
POTTDY6K,Siddharth Nair,SalesEdge Premium,Air India,Negotiation,2024-08-27,2024-10-24,3582
4D1Q3QRM,Diya Sharma,Market360,Reliance Retail,Won,2023-09-16,2024-02-01,11048
5F2L3798,Tanvi Kapoor,BizCRM Pro,Air India,Lost,2023-09-15,2023-11-27,16203
64GK6QHY,Ananya Reddy,BizCRM Pro,Marico,Lost,2024-01-16,2024-06-15,13625
3HZF2VWI,Tanvi Iyer,Market360,Air India,Negotiation,2022-06-29,2022-08-30,18087
S7LF608V,Ira Bhatt,FinSuite Basic,Reliance Retail,Proposal,2022-12-30,2023-06-28,904
07DEI1C2,Aarav Nair,FinSuite Basic,HDFC Bank,Lost,2023-07-18,2023-10-15,18859
RLH2R82P,Ira Sharma,FinSuite Basic,Tata Motors,Proposal,2022-03-05,2022-07-27,5914
TXOZW53I,Aarav Rout,SalesEdge Premium,L&T,Prospecting,2024-04-20,2024-10-22,6526
5AAI2UE3,Ishaan Chatterjee,FinSuite Basic,Infosys,Prospecting,2023-11-28,2024-03-21,11220
3HIKYQSD,Krishna Menon,BizCRM Lite,Aditya Birla Group,Won,2024-01-26,2024-02-13,2349
F4UCJ7BI,Vihaan Rout,Market360,Reliance Retail,Negotiation,2022-04-27,2022-07-26,12386
